stock,2017,2018,2019,2020,2021,2022,2023,2024
INDIGO,1.224747474747471,-2.941911825985514,14.767641996557652,28.482856502577125,17.789796813331385,-0.3907416625186615,44.89911001054258,3.4311580789553333
INDUSINDBK,10.615725508628223,-1.2864811501203268,-5.213819914722841,-39.925925925925924,-1.4758919158852528,33.510376170399184,30.123527253455094,4.793103448275865
INDUSTOWER,-4.522613065326634,-30.01756994188404,-3.9923954372623576,-10.262436349392877,4.953429297205765,-23.302531137002813,4.18310970797158,7.623318385650231
INFY,9.190436241610737,27.79026507518213,9.918162024175983,69.54081287617501,50.4247717348154,-20.55818852027383,1.187352400944628,4.328165374677003
INTELLECT,29.743589743589734,35.45180722891566,-39.29978118161926,121.98731501057081,140.45307443365695,-39.7972972972973,63.54317548746518,
IOC,0.3328946349771672,-29.73035261581009,-8.615049073064347,-27.68772348033373,21.653027823240585,1.5656096590155135,66.60256410256409,3.7960122699386414
IPCALAB,20.689655172413794,34.46050420168066,39.26876987038398,94.24778761061947,-0.23203351595230257,-21.832684103134863,32.188995215310996,2.232403539505
IRCTC,,,28.199181446111872,52.60477453580903,187.0757225233935,-24.400047286913345,37.46399937728652,6.848314606741577
ITC,-23.138686131386862,7.563025210084037,-15.971731448763245,-12.16131064902332,1.9167835437120122,51.03810175678758,38.75957350953597,0.3434950622584727
JINDALSTEL,59.285159285159295,-19.790652385589098,2.8545119705340736,60.204388337841905,39.53789279112754,50.95730918499355,26.044039483675025,-0.9693053311793124
JKCEMENT,17.019027484143763,-35.836330935251794,62.712101110257656,62.23208948851509,75.08767372386023,-16.762784090909097,28.047706173341453,6.297418335089573
JSWSTEEL,32.055664062499986,15.601503759398497,-10.993901433987151,43.868803578084226,68.75160875160876,14.96344920184993,13.186883978612386,-5.583147799280696
JUBLFOOD,74.83000000000001,41.13451086956523,32.19227674979888,68.15036412534373,28.61080584430791,-29.64748003304876,11.683168316831685,-6.216601353758457
KOTAKBANK,6.062197940743859,25.70224719101124,34.98799039231385,19.260078295430773,-9.803331326510138,0.10964912280701754,4.043715846994536,-3.215603584607275
LALPATHLAB,13.806451612903226,3.233308752623518,61.62162162162163,49.490226638093375,59.07290841635749,-41.47503625440232,16.953762466001812,-4.1795695783425915
LAURUSLABS,-13.977812995245642,-29.637526652452024,-5.77149587750294,380.0951086956522,52.731389753750356,-29.21189240207645,15.216809421841532,-3.6531791907514473
LICHSGFIN,-25.190839694656486,-14.100185528756967,-10.68450849202264,-16.543438077634015,-1.9610441234927876,9.297111960965317,26.413760603204533,2.5022341376228776
LT,12.228819670088054,14.297619047619056,-9.563409563409564,-1.6448498263557745,46.28465661512357,8.46933471933471,68.25601682560168,1.6784930608988087
LTIM,40.81645609802553,50.46328671328671,2.396067990989149,106.08058608058609,98.40281537628587,-42.2322375397667,45.30310041647386,-0.3037569944044764
LTTS,42.06944444444444,57.41203703703703,-13.22590984585798,56.66443402545212,131.2056151940545,-35.71939933647634,40.75067024128686,4.971153846153846
LUPIN,-15.759734093067431,-4.6075663466967764,-9.156769596199528,26.703809277014773,-5.203811804620065,-22.47934759584834,81.01092896174863,6.493556013116762
M&M,10.122798276721086,7.954393024815554,-31.27425614489004,34.23037526771579,14.361847499316758,50.76830370593552,37.00475435816165,-4.435957696827262
M&MFIN,35.32092848416503,0.7215812040296974,-31.717080302133745,-14.102879645582084,-16.77365336310355,53.656936700557566,14.842454394693206,1.817520901490367
MANAPPURAM,25.10162601626015,-23.40600575894694,90.88948787061996,-6.297656029370237,-1.3755980861243917,-30.755502676977986,44.053601340033495,1.0809231668127341
MARICO,-1.0623556581986109,16.35347103587515,-8.646112600536194,17.055499203014048,26.743181537702092,-0.7976653696498099,7.928994082840246,-1.7331981192956536
MARUTI,32.291072156543,-22.742119452509332,-1.4178705189941143,4.735254072619547,-3.473396643684142,11.727169503117553,22.480680061823808,-2.9211295034079843
MCDOWELL-N,50.7840722495895,-13.410958904109584,-3.425485612960425,-3.1920241286863194,54.860392967942076,-2.7692990732005156,28.24638014249597,0.6793478260869565
MCX,-15.77490774907749,-20.21611642050391,58.63945578231292,45.63928873835732,-9.37526804860615,-4.070665266539013,119.45017182130584,-3.1484992101105878
METROPOLIS,,,51.800670016750416,35.14482758620689,70.98609041231991,-61.51172893136403,26.98514683094599,-10.016164760821407
MFSL,-5.398871877518131,-25.581979567911574,20.57265246308194,24.653739612188367,42.39477503628447,-33.272637795275585,38.96994455792239,-1.456208600567766
MGL,10.695889304110693,-19.68391446046699,15.954198473282439,-0.9013216270489973,-18.67231638418079,-3.9212328767123314,41.88054405677113,5.311980033277862
MIDCPNIFTY,,,,,,6.142235809279082,34.3301692517837,
MOTHERSON,24.129298284367874,-33.96461648064593,-11.532542771793244,13.612457461070438,34.88074568217124,-50.35769205054489,34.12541254125412,1.5108593012275677
MPHASIS,21.020066889632112,38.482384823848236,-8.173652694610777,67.02819956616052,121.38176127286361,-42.561863173216885,39.01726764855257,-2.117001828153568
MRF,1.7086204471944872,-7.5720904501763355,-0.8996871304321792,12.987847715280786,-4.131578947368421,20.48389073478948,46.77336965775583,3.5748269059683597
MUTHOOTFIN,4.045609034097136,10.56563500533618,48.734239077314044,58.08775376555337,23.14662273476112,-31.038961038961038,34.412289123577,0.7489483943777604
NATIONALUM,32.869296210363494,-23.000583771161708,-33.587204874333594,-0.23148148148148476,127.42663656884878,-21.871968962172648,58.06451612903226,-2.986725663716802
NAUKRI,34.95145631067961,4.298494435958972,76.98257839721254,87.58323540932237,16.92115301758111,-30.53435114503817,31.261192120746994,3.629882812500007
NAVINFLUOR,37.54139072847682,-15.681544028950542,45.58159848595138,161.805,58.573596358118365,-3.1892662075516545,-6.438639125151879,-8.4555438855824
NESTLEIND,16.225018504811253,40.82487309644671,34.35106866757617,24.45482866043615,6.865671641791045,-0.5480523570314744,35.94060921475586,-6.629147785411494
NIFTY 50,6.18137618334318,4.1160034316004355,11.580133682122407,14.601965964848945,23.896725674451126,2.7314456475204674,19.32758341365097,1.0087853772225632
NIFTY BANK,6.307748681071127,7.471643013586428,17.39930648659395,-2.773515433145866,13.773206181586911,18.01829840968639,11.644920815186087,-0.7066575400037064
NIFTY FINANCIAL SERVICES,7.003050135646721,11.706350163251326,24.404558501913602,4.239218430549277,14.269522240527193,6.948301329394383,12.491881926549759,-0.37799008389651056
NIFTY MIDCAP SELECT,,,,,,6.142235809279082,44.10530913931897,1.3047530288909528
NIFTY50,6.18137618334318,4.1160034316004355,11.580133682122407,14.601965964848945,23.896725674451126,2.7314456475204674,10.534654661581255,
NIFTYBANK,6.307748681071127,7.471643013586428,17.39930648659395,-2.773515433145866,13.773206181586911,18.01829840968639,2.849589330693454,
NIFTYPHARMA,-3.869783172071522,-8.011749320158591,-9.503694692259176,60.32589795816978,9.244782658826248,-11.079101131529235,29.4855409166378,
NMDC,21.708498458828704,-31.420474672334404,35.07853403141361,-10.898437500000002,14.789337919174553,-8.973412112259973,66.26936829559,-0.33018867924527767
NTPC,12.328976534433995,-15.746532499320104,-4.163646613513732,-18.271604938271608,25.529767911200818,32.00000000000001,84.76643855995238,1.1633543383422273
OBEROIRLTY,30.87431693989071,-7.5,16.637362637362646,10.861244019138756,45.29481331305965,-3.0269058295964126,64.40092165898618,6.28620689655173
OFSS,14.684025255629432,-8.566345001420931,-26.764705882352942,17.462231234358153,22.48995983935743,-24.84285323858978,39.74462743025158,8.433734939759036
ONGC,22.59585166561912,-21.97916666666666,-13.288364249578407,-26.721763085399452,52.38350294590253,2.797202797202797,36.408894789246595,9.294949987801909
PAGEIND,45.75759654297277,0.03990422984836393,-6.290322580645161,16.898728813559316,44.3864898617036,4.616883907905957,-8.051453072891853,-4.787209302325586
PEL,-0.7970132526207183,-16.11346809749604,-34.953898452747524,-7.684824902723736,77.88267026298044,-69.06505655876708,11.117745402436114,-0.10723860589812334
PERSISTENT,7.335329341317365,-12.626050420168063,7.333867093674932,115.34090909090908,227.75585284280936,-20.695496827450246,83.37468982630273,4.495279990163803
PETRONET,18.646441073512246,-12.656250000000002,17.074235807860273,-7.209737827715355,-13.405362144857943,-1.510297482837534,2.790590405904051,1.8157661647475616
PFC,-2.6052104208416775,-13.225806451612906,9.901914992993932,-3.634826711749786,4.043478260869564,15.412769418462785,219.41196124290005,1.9143002028397595
PIDILITIND,10.28728606356968,23.07948490230907,25.862068965517242,25.551601423487547,39.39291164999153,3.364297253634902,7.116600790513841,1.12078547610226
PIIND,16.46415552855407,-10.074763423432847,68.61143523920653,51.206064782908335,33.847509916262666,12.353810775295669,3.108526790302921,-0.777381089485201
PNB,22.8868194842407,-53.96404361921604,-19.449656035021885,-49.11470361816782,7.173601147776183,48.488830486202374,67.01570680628274,0.41088854648177264
POLYCAB,,,51.56154317207592,3.872529245663572,138.2933436532508,4.512789281364194,112.85241587492018,-27.098901098901095
POWERGRID,-5.163727959697726,-1.671974522292994,-4.792275666578082,-3.4567229178007643,43.34579439252336,4.309952545017223,46.859873402010685,1.0754955714888281
PVRINOX,-1.6111111111111143,12.447257383966246,18.50844277673546,-30.278517035124235,-3.34600193755124,27.638473053892216,-3.436276642018269,-7.970446320868521
RAMCOCEM,12.643678160919542,-17.662170841361593,18.078698271141374,6.436170212765954,26.587052168447517,-31.76327325864588,43.274523641496124,-1.750222485909219
RBLBANK,-1.4478764478764479,12.7340456817959,-40.2132454923717,-33.61151079136691,-44.742535698831674,35.70086433671552,53.68536853685366,3.1731962418010946
RECLTD,-9.4386372435153,-23.63194502639739,18.52957435046986,-6.6017617060732405,-0.36761053154496226,14.948758376034688,242.2037422037422,1.0377358490565984
RELIANCE,33.0652107268507,23.743562422305104,35.351004479374154,32.40157401406992,19.124748490945663,5.791650215082808,0.35300050428643115,5.8934883810774865
SAIL,56.80272108843538,-39.116379310344826,-22.89048473967684,71.89314750290362,44.02684563758389,-25.1131221719457,38.673412029229894,-7.450664518727345
SBICARD,,,,25.325870829958014,8.92018779342723,-14.41872981700754,-4.34891905480141,0.31982246589648794
SBILIFE,-2.5304920790691092,-15.001785076758296,60.5445585901612,-7.455803228285935,34.03328493242489,2.3226876814599753,15.213193885760251,0.8124387169071394
SBIN,12.62488646684832,-3.585397653194263,10.94113734619223,-18.059701492537314,64.8808457265723,30.28953229398664,4.885620915032677,-0.4543318188939335
SHREECEM,2.72143628202943,-3.649274553571433,19.948521084293052,18.165480908889492,12.463526469362234,-14.725838987713185,22.85351812366738,-5.181529784984138
SHRIRAMFIN,43.12087057909055,-16.2947937795808,-5.089285714285718,-8.558951965065502,13.195962602911754,10.57730803106733,47.99496040316775,11.93154034229829
SIEMENS,-7.479656671497052,-15.437378954163972,40.82784571966134,5.4682251780196225,47.33160540861255,19.198312236286917,42.00848656294201,3.634553149116256
SRF,26.025698110807195,1.2207527975584973,72.59259259259258,61.51118860796279,110.99476439790577,-4.867330016583752,8.081116441343227,-4.881813012752816
SUNPHARMA,3.3030852994555437,-25.126196692776332,-0.09244280101686556,36.25778187687343,41.29161786849589,17.62630124095748,26.219573274566766,5.491845561684064
SUNTV,19.985473913569788,-39.27571028411364,-27.48889254566399,9.4159171126039,4.387797743418303,-3.088074669844109,45.67219152854512,-0.14808546646921297
SYNGENE,14.893617021276595,1.0394265232974829,15.490935200143591,98.63013698630138,-1.7358909321496405,-3.874131589701683,21.102497846683892,2.8239436619718243
TATACHEM,17.267628205128204,-2.4777417351093995,-5.181347150259067,-28.818615751789977,85.81678278049287,2.3527485124733833,17.481442205726395,-0.031493228955766325
TATACOMM,-4.875330826020337,-22.62343404568902,-24.933837429111527,173.90761548064918,33.80860981628737,-12.007205709138777,34.752851711026615,-0.7921860359465087
TATACONSUM,108.40751730959445,-29.956930929972874,46.72299611783513,82.5629927345803,23.57291233901122,2.53671562082777,42.74478961856076,6.885853206760816
TATAMOTORS,0.20932666589139065,-59.2055634134842,6.120689655172417,-0.35278154681140067,158.8046100241222,-21.88443728608818,97.31645569620252,3.259015979283783
TATAPOWER,15.952824332712613,-21.090534979423868,-26.18892508143323,31.3640312771503,185.2808263395739,-7.080634353361624,56.42537137467577,8.203184230477637
TATASTEEL,32.72383354350568,-16.471531676022458,-8.65011636927851,37.4331550802139,73.44456572586935,-1.8610313940342644,16.96053736356005,-3.0422333571939872
TCS,13.684210526315791,43.2703213610586,13.594627210241875,32.01382488479262,27.55798090040928,-14.689384010484929,16.457247931351517,2.072048382855645
TECHM,32.04926624737944,43.31248138218647,5.63419372744935,27.83829898936869,83.5032532404324,-43.02217985026498,26.019801980198014,1.1797014001701864
TITAN,61.63261463139066,8.614429608807692,28.360302049622447,35.03396944913237,61.745827984595635,2.5812827354481738,43.587845734320226,1.3288585132546187
TORNTPHARM,14.979757085020243,28.35507246376811,3.554010875049042,51.733555875881954,16.768518518518523,-4.820386859072767,48.15053071727243,7.79616724738676
TRENT,40.416666666666664,8.448795180722895,45.28092997508994,29.556185080264402,57.848664688427306,28.205128205128204,128.03378555144448,7.154742096505824
TVSMOTOR,39.76449275362319,-25.69417285881893,-17.28789492367767,3.835470085470083,27.596741344195518,72.7063492063492,88.68626721250466,4.289264413518896
UBL,37.33350328213627,29.316037735849054,-6.922230374174608,-6.792111879321186,33.85693775863526,8.621794871794872,5.8579881656804735,0.6208400917277201
ULTRACEMCO,7.901934706782768,-6.447831184056271,1.124716327090449,29.768928220255653,43.6130007558579,-9.751037344398341,49.42872009066352,-6.094937616520866
UPL,-11.240018870232216,0.2380952380952358,16.490136237607967,-20.82342954159592,59.309757136770344,-6.1256544502617745,-18.66306829977163,-4.64527027027027
VEDL,30.06291781360597,-37.72335181762169,-24.814814814814813,3.9082687338501176,112.29763387297633,-12.231546010524818,-18.38025941157862,6.313328137178482
VOLTAS,39.867606235319236,-14.676923076923073,17.985611510791365,25.535168195718654,46.73481659651232,-35.43434343434343,21.97630922693267,7.854954034729325
WIPRO,20.0,5.120596837777123,-0.1744209629659704,56.08721986674743,84.67096774193548,-45.39071190211346,19.765962859323324,-1.8728956228956182
ZEEL,18.850950725822926,-18.02065404475043,-39.10958189969763,-22.5381414701803,42.41210502892746,-25.534221121090116,13.413124226165909,-11.256637168141596
ZYDUSLIFE,-16.712958528876534,-19.193324061196098,-27.41958541815583,87.86685050226511,0.9084264383418534,-12.041884816753926,63.8710444920295,1.1187607573149676
